SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,,
Fis-46921,15219,Atrobucca,kyushini,Black-spot croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-46922,15220,Bahaba,polykladiskos,Spine bahaba,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-46917,15227,Heminodus,philippinus,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Peristediidae,,
Fis-47016,15237,Pterygotrigla,tagala,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-47024,15244,Johnius,heterolepis,Large-scale croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47026,15248,Johnius,latifrons,Broad-head croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47036,15250,Pterygotrigla,megalops,Large eye gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-47053,15257,Johnius,trewavasae,Trewavas croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47063,15260,Bovitrigla,acanthomoplate,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-47217,15300,Solenostomus,armatus,Armored pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Solenostomidae,,
Fis-47232,15303,Grammatonotus,crosnieri,Long-tailed groppo,Animalia,Chordata,Actinopterygii,Perciformes,Callanthiidae,,
Fis-47240,15308,Cubiceps,kotlyari,Kotlyar's cubehead,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,,
Fis-47242,15311,Kalyptatherina,helodes,Marine sailfin silverside,Animalia,Chordata,Actinopterygii,Atheriniformes,Telmatherinidae,,
Fis-47270,15341,Hoplolatilus,chlupatyi,Chameleon sand tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,
Fis-47272,15342,Hoplolatilus,purpureus,Purple sand tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,
Fis-47310,15351,Cheilopogon,pitcairnensis,,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47311,15353,Cheilopogon,rapanouiensis,Easter island flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-47328,15368,Parascolopsis,baranesi,,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,,
Fis-47330,15370,Branchiostegus,ilocanus,,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,,
Fis-47364,15396,Rhinobatos,formosensis,Taiwan guitarfish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,
Fis-131892,15414,Dipturus,gigas,Giant skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-47388,15420,Rhinoptera,adspersa,Rough cownose ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,,
Fis-159585,15422,Insentiraja,subtilispinosa,Velvet skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-47409,15437,Johnius,pacificus,Pacific croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47435,15451,Larimichthys,pamoides,Southern yellow croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47441,15459,Panna,perarmatus,Armour croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-47484,15481,Cottunculus,sadko,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,,
Fis-139780,15484,Himantura,walga,Dwarf whipray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-47521,15499,Careproctus,micropus,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,
Fis-47543,15555,Iso,hawaiiensis,Hawaiian surf sardine,Animalia,Chordata,Actinopterygii,Atheriniformes,Isonidae,,
Fis-47559,15562,Engyprosopon,bellonaensis,Bellona flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47565,15567,Engyprosopon,hureaui,Hureau's flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47573,15575,Laeops,gracilis,Philippine slender flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47585,15584,Engyprosopon,longipterum,Long pectoral fin flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47587,15586,Psettina,profunda,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-47593,15591,Dysomma,fuscoventralis,,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-47594,15596,Facciolella,saurencheloides,,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,
Fis-47604,15597,Physiculus,marisrubri,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-47639,15605,Harpadon,erythraeus,,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-47673,15641,Hoplostethus,shubnikovi,Metavay sawbelly,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-163012,15652,Aulotrachichthys,sajademalensis,Saya de Malha luminous roughy,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-47704,15657,Poromitra,crassa,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-47731,15666,Hoplostethus,mikhailini,,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-47736,15668,Hoplostethus,druzhinini,,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-47770,15691,Phaenomonas,cooperae,Short-maned sand-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-164032,15692,Yirrkala,timorensis,Earthworm snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-47776,15697,Yirrkala,tenuis,Thin sand-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-47818,15712,Aplodactylus,westralis,Western seacarp,Animalia,Chordata,Actinopterygii,Perciformes,Aplodactylidae,,
Fis-53676,15723,Crenimugil,heterocheilos,Half fringelip mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-48115,15802,Neocyema,erythrosoma,,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Cyematidae,,
Fis-48257,15885,Pterogobius,zacalles,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-48324,15925,Johnius,grypotus,,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-48651,16012,Atrobucca,antonbruun,,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-48955,16270,Coryphaenoides,semiscaber,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-48976,16273,Kuronezumia,macronema,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-48989,16281,Cynoglossus,sinusarabici,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-49010,16284,Gammogobius,steinitzi,Steinitz's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-49086,16307,Millerigobius,macrocephalus,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-49152,16333,Pseudaphya,ferreri,Ferrer's goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-49386,16431,Symphurus,rhytisma,Patchtail tonguefish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-49639,16446,Leurochilus,acon,Smoothlip stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,,
Fis-49642,16447,Myxodagnus,belone,Dartfish,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,,
Fis-49681,16457,Bathytroctes,oligolepis,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-49691,16461,Narcetes,erimelas,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-49790,16526,Otophidium,chickcharney,Ghost cusk-eel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-49791,16527,Ophidion,nocomis,Letter opener,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-49816,16553,Lestidiops,distans,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-49842,16569,Macroparalepis,nigra,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-49907,16606,Derepodichthys,alepidotus,Cuskpout,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Medium,
Fis-166180,16637,Psilotris,celsa,Highspine goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-166690,16680,Antennatus,bermudensis,Island frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-50024,16694,Talismania,kotlyari,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-50193,16780,Lycodonus,vermiformis,,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,,
Fis-50196,16782,Epetriodus,freddyi,Needletooth cusk,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50197,16784,Holcomycteronus,aequatoris,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50202,16788,Ophidion,smithi,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-50238,16811,Hemiramphus,robustus,Three-by-two garfish,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-50240,16815,Hyporhamphus,melanopterus,,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-50247,16820,Bathypterois,perceptor,,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,
Fis-159535,16822,Coelorinchus,polli,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50276,16840,Halieutaea,hancocki,Hairy seabat,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-50296,16853,Ostichthys,delta,,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,,
Fis-50326,16861,Cetomimus,picklei,,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,
Fis-151600,16866,Neoscorpaena,nielseni,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-50351,16867,Choridactylus,natalensis,Threestick stingfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,,
Fis-50365,16870,Cocotropus,monacanthus,Roughskin scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae,,
Fis-50372,16874,Cottunculus,spinosus,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,,
Fis-50374,16875,Paraliparis,australis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,,
Fis-167280,16886,Ostorhinchus,flagelliferus,Coachwhip cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-50442,16907,Dolopichthys,dinema,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50443,16909,Dolopichthys,jubatus,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50448,16910,Opistognathus,margaretae,Halfscaled jawfish,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,,
Fis-50453,16914,Sphenanthias,simoterus,,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae,,
Fis-161836,16935,Pteropsaron,natalensis,,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,,
Fis-50487,16936,Pteropsaron,heemstrai,,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,,
Fis-50532,16947,Mimoblennius,rusi,Rusi blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50550,16957,Parablennius,lodosus,Mud blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-50554,16961,Oneirodes,theodoritissieri,,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae,,
Fis-50592,16984,Cancelloxus,burrelli,Slender platanna-klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50598,16991,Cancelloxus,elongatus,Whiteblotched klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50599,16993,Gigantactis,longicirra,,Animalia,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,
Fis-50606,16998,Gigantactis,watermani,,Animalia,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,
Fis-50611,17003,Clinus,nematopterus,Chinese klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50615,17007,Pavoclinus,smalei,Deep-reef klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50625,17015,Pavoclinus,myae,Mya's klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50629,17020,Xenopoclinus,kochi,Platanna klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-50635,17026,Linophryne,racemifera,,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae,,
Fis-140649,17033,Amoya,signata,Tusk goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-50725,17059,Coryphaenoides,marshalli,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-57914,17085,Photoblepharon,steinitzi,Flashlight fish,Animalia,Chordata,Actinopterygii,Beryciformes,Anomalopidae,,
Fis-50846,17103,Coryphaenoides,profundicolus,Deepwater grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-50954,17161,Cynoglossus,semifasciatus,Bengal tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-51025,17195,Eptatretus,okinoseanus,,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,,
Fis-51030,17202,Myxine,garmani,,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,,
Fis-51129,17234,Cosmocampus,retropinnis,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-51132,17239,Minyichthys,sentus,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-51147,17252,Scorpaena,annobonae,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-51188,17285,Scorpaenodes,insularis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Medium,
Fis-51189,17286,Trachyscorpia,cristulata echinata,Spiny scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,
Fis-51235,17335,Psychrolutes,inermis,,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,,
Fis-154295,17404,Ariosoma,fasciatum,Barred sand conger,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,,
Fis-51619,17414,Brotula,townsendi,Townsend's cusk eel,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-51740,17451,Cirrhilabrus,luteovittatus,Yellowband wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-58823,17462,Atrosalarias,fuscus,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-51789,17472,Synchiropus,circularis,Circled dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-51816,22456,Girella,zonata,,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,
Fis-51866,22472,Opua,nephodes,Cloudy goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52081,22540,Crassinarke,dormitor,Sleeper torpedo,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narkidae,,
Fis-52083,22541,Aseraggodes,whitakeri,Whitaker's sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-131838,22551,Dipturus,macrocauda,Bigtail skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-52106,22555,Notoraja,tobitukai,Leadhued skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52108,22556,Bathyraja,isotrachys,Raspback skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52113,22559,Bathyraja,diplotaenia,Dusky-pink skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52115,22561,Bathyraja,matsubarai,Dusky-purple skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52117,22563,Bathyraja,notoroensis,Notoro skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52120,22566,Bathyraja,simoterus,Hokkaido skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52133,22571,Rhinoraja,kujiensis,Dapple-bellied softnose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52134,22573,Parapercis,atlantica,,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-52138,22574,Rhinoraja,longicauda,White-bellied softnose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,,
Fis-52180,22611,Bathyblennius,antholops,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-52186,22620,Spaniblennius,riodourensis,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-52206,22638,Parablennius,goreensis,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-52296,22687,Alepocephalus,umbriceps,Slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52297,22688,Alepocephalus,owstoni,Owston's slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52306,22691,Alepocephalus,longiceps,Longfin slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52317,22693,Alepocephalus,longirostris,Longsnout slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52321,22695,Narcetes,kamoharai,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52325,22697,Talismania,filamentosa,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52326,22698,Talismania,okinawensis,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52329,22700,Rouleina,watasei,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-52357,22723,Draculo,shango,Shango dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,,
Fis-52384,22734,Corcyrogobius,lubbocki,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52453,22760,Chimaera,owstoni,,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,,
Fis-52461,22768,Gorogobius,nigricinctus,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52478,22775,Lesueurigobius,heterofasciatus,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52517,22792,Polyipnus,parini,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-52520,22795,Polyipnus,fraseri,,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-52528,22797,Thorogobius,rofeni,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52531,22799,Vanneaugobius,canariensis,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52535,22804,Vanneaugobius,pruvoti,,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-52571,22810,Holcomycteronus,digittatus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-52685,22846,Borostomias,pacificus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-52694,22852,Leptostomias,multifilis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-52697,22855,Leptostomias,robustus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-52739,22884,Eustomias,ioani,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-52763,22900,Hetereleotris,caminata,Mourner,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-132526,22915,Okamejei,schmidti,Browneye skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-52827,22946,Hetereleotris,margaretae,Smooth-scale goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-170060,22955,Leptaulopus,damasi,,Animalia,Chordata,Actinopterygii,Aulopiformes,Aulopidae,,
Fis-52897,23004,Lampanyctus,simulator,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-52935,23027,Lestidium,prolixum,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-53144,23133,Bathophilus,indicus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-53152,23138,Hippocampus,sindonis,Shiho's seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,
Fis-53189,23151,Physiculus,rhodopinnis,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-53197,23153,Austrobatrachus,foedus,Puzzled toadfish,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,,
Fis-53227,23161,Laemonema,nana,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-53239,23165,Laemonema,filodorsale,,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-165880,23181,Spicomacrurus,kuronumai,Kuronuma's whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-61493,23187,Kumba,japonica,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53296,23196,Nezumia,burragei,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53334,23215,Coelorinchus,matsubarai,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53337,23218,Malthopsis,tiarella,Spearnose seabat,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-53351,23223,Coelorinchus,gilberti,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53354,23228,Encheliophis,sagamianus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,,
Fis-53358,23231,Dicrolene,quinquarius,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-169732,23233,Cheilopogon,altipennis,Smallhead flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-53371,23240,Cataetyx,platyrhynchus,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-158736,23243,Diancistrus,erythraeus,Red viviparous brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,,
Fis-53386,23250,Malthopsis,jordani,,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-53395,23259,Gigantactis,kreffti,,Animalia,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,,
